Concesionario,Direccion,Responsable,Celular,Distrito,DiaVisita,Promotor,Cono
MECANICA FLORES VALLE - 16CO,"AV. CANEVARO MZ.E, LT. 4 Santiago de 16",,,SANTIAGO DE 16CO,JU,8,16
LAVACHIN CAR - S.J.M,"MZC, LT25B ASOC. VIV. CANEVARO DE 16CO",,,SANTIAGO DE 16CO,JU,8,16
AUTO SERVICIOS ANTONY - CS,AV. LOS PR”CERES MZ. B LT. 14 ,,,SANTIAGO DE 16CO,JU,8,16
AUTO SERVIS AVILA - CS,Ap Ex Fundo San Antonio Mz d Lt 01,,,SANTIAGO DE 16CO,JU,8,16
BAZAR GENESIS,AV.LAS GAVIOTASMZ.A26 LT.56,,,SANTIAGO DE 16CO,JU,8,16
NEGOCIACIONES MAGDA SAC - CS,AV. TOM¡S MARSANO 3597 ,,,SANTIAGO DE 16CO,JU,8,16
LUBRICENTRO VALDEZ(DUNLOP) ,AV. ALFREDO BENAVIDES 3876,,,SANTIAGO DE 16CO,JU,8,16
CASA DE CAMBIO EL FIEL - 16CO,AV. TOMAS MARSANO 2819 INT.3,,,SANTIAGO DE 16CO,JU,8,16
REPUESTOS ANGGI - 16CO,"AV. GUARDIA CIVIL MZ.D, LT2 FND. SAN ANTONIO",,,SANTIAGO DE 16CO,JU,8,16
AUTOSERVICO JAVESA - CS,Av Constelacion Austral Mz D Lt 9,,,CHORRILLOS,JU,8,16
BODEGA OLGUITA II - CS,Av Arlosto Matellini 669 ,,,CHORRILLOS,JU,8,16
COMERCIAL IMPORTADORA DELGADO,AV. GUARDIA CIVIL 679 LA CAMPINA,,,CHORRILLOS,JU,8,16
COORPORACION SOLMINSA,AV. GUARDIA CIVIL 520 - CHORRILLOS ,,,CHORRILLOS,JU,8,16
E.TM LIMA CHORRILLOS S.A.C ,AV. EL SOL 120 LA CAMPI—A (FRENTE AL GRI,,,CHORRILLOS,JU,8,16
FRENOS HUANCAYO CH.,AV. GUARDIA CIVIL 614 B,,,CHORRILLOS,JU,8,16
IDISPER SAC - CS,Av Guardia Civil 330,,,CHORRILLOS,JU,8,16
LLANTERIA MICHELINE - CS,Mz 21 Lt 10 3 era etapa sta leonor ,,,CHORRILLOS,JU,8,16
LUBRICANTES FECHA DE ORO - CH,"AV. CORDILLERA LA VIUDA MZ.1-17, LT.2-3",,,CHORRILLOS,JU,8,16
LUBRICANTES JAIMITO - CS,Av Las Gaviotas Mz z Lt 15 Sta Leonor,,,CHORRILLOS,JU,8,16
LUBRICENTRO EBER (CH),AV. GUARDIA CIVIL 686,,,CHORRILLOS,JU,8,16
LUBRICENTRO EBER II (CH),AV. EL SOL 1090,,,CHORRILLOS,JU,8,16
MICAS PA⁄L - CS,AV. GUARDIA CIVIL MZ. M2 LT. 1A LA CAMPI—A ,,,CHORRILLOS,JU,8,16
OPTICA FASHION LENS - CS,AV. HUAYLAS 670,,,CHORRILLOS,JU,8,16
REPUESTOS LUB.Y RADIADORES FLORES - CS,AV GUARDIA CIVIL MZ N LT 4B,,,CHORRILLOS,JU,8,16
SENOR DE LOS MILAGROS II - CS,Av Guardia Civil 620 La Campina,,,CHORRILLOS,JU,8,16
SERVICIOS ELECTRICOS GUSTAVO-CH,AV. GUARDIA CIVIL 379,,,CHORRILLOS,JU,8,16
SERVIMAX - CHORRILLOS,AV. PASEO DE LA REPUBLICA 836 urb. Jose olaya,,,CHORRILLOS,JU,8,16
MULTISERVICIOS JULIA - CH,,,,CHORRILLOS,JU,8,16
A&B TIRE PERU SAC - CHORRILLOS,"AV. SAN JUAN DE LA LIBERTAD MZD1, LT2 9 ",,,CHORRILLOS,VI,8,16
ALINEAMIENTO PAREJAS,AV.PROCERES MZA LT 10 EL INTI ,,,CHORRILLOS,VI,8,16
AUTO SERVIS AMAZONAS SAC ,AV. LOS PRECURSORES MZ.PLT.2,,,CHORRILLOS,VI,8,16
AUTOPARTES FULL INYECCION -CH,"AV. SAN JUAN MZ.B, LT.14 TUPAC. FRENTE A",,,CHORRILLOS,VI,8,16
AUTOPARTES GOMEZ - CS,Av. San Juan Mz C1 Lt 12 Chorrillos,,,CHORRILLOS,VI,8,16
AUTOSERVICIOS OMAR-CH,ASOC.VIV. EL INTI MZ.D LE.6 S.J.M,,,CHORRILLOS,VI,8,16
BODEGA DELIA CHORRILLOS,"AV. 1 MZ. E, LT.24 SAN JUAN DE  LA LIBER",,,CHORRILLOS,VI,8,16
BODEGA LA CURVA DEL INTI - CS,MZ.C LT.02  EL INTI,,,CHORRILLOS,VI,8,16
COMERCIAL ALFASA SAC - CS,Av El Triunfo Mz Lt 06,,,CHORRILLOS,VI,8,16
COMERCIAL M Y F - CHORRILLOS,"AV. DEFENSORES DEL MORRO MZ.D, LT.56",,,CHORRILLOS,VI,8,16
IMPORT PARTS MOTTA CHORRILLOS,"AV. SAN JUAN MZ.C, LT.10 MATEO",,,CHORRILLOS,VI,8,16
LAVADO DE AUTOS RITA - CHORRILLOS,"AV. SAN JUAN CMTE.40 MZ.A1, LT13 TUPAC A",,,CHORRILLOS,VI,8,16
LUBRICANTES CARLITOS-CH,"AV. LOS PROCERES MZ.E6, LT.1 TUPAC AMARU",,,CHORRILLOS,VI,8,16
LUBRICANTES EL GAVILAN - CHORRILLOS,"AV. SAN JUAN MZ.A, LT2 MATEO PUMACAHUA",,,CHORRILLOS,VI,8,16
LUBRICANTES TAURO CH.,AV. PANAMERICANA 16.500 ALT. SUPER GRIFO,,,CHORRILLOS,VI,8,16
LUBRICENTRO EL PAISITA - CS,AV. SAN. MARTÕN MZ.27 LT. 22 STA. ISABEL,,,CHORRILLOS,VI,8,16
LUBRICENTRO OBREGON - CS,Av San Juan Mz D1 Lt 10 ComitÈ 08 Tupac,,,CHORRILLOS,VI,8,16
MANGUERAS ALFA - CS,Av San Juan Mz A1 Lt 06 Mateo,,,CHORRILLOS,VI,8,16
MANTENIMIENTOS DE VEHICULOS SAMARA EIRL,Av El Truiunfo Mz K Lt 13  umamarca,,,CHORRILLOS,VI,8,16
MECANICA AUTOMOTRIZ M Y S-CH,"AV. EL TRIUNFO MZ.F, LT11",,,CHORRILLOS,VI,8,16
MEC¡NICA AUTOMOTRIZ PEDRO - CS,AV. VISTA ALEGRE MZ.J LT.3 STA. ISABEL,,,CHORRILLOS,VI,8,16
MECANICA EL CHAVO- SJM-CH.,AV. EL TRIUNFO MZ. F LT. 11 SJM,,,CHORRILLOS,VI,8,16
MOTOREPUESTOS PEREZ - CS,Av Jose Olaya ComitÈ 10 Sta Isabel de Vi,,,CHORRILLOS,VI,8,16
MOTTA IMPORT PARTS SJM - CS,Av los Heroes 661,,,CHORRILLOS,VI,8,16
MULTILLANTAS EL PIURANO-CH,"AV. GUARDIA CIVIL MZ.M, LT.8 LA CAMPI—A ",,,CHORRILLOS,VI,8,16
NEUMATICOS & ENERGIABONY SAC - CH,"AV. SAN JUAN MZ.A, LT.10 AA.HH. TUPAC AM",,,CHORRILLOS,VI,8,16
REPUESTOS FLOR-CH,"MZ.E1, LT.8, TUPAC AMARU DE",,,CHORRILLOS,VI,8,16
REPUESTOS LUCHO-CH,PSJE. VICTOR A. BELAUNDE 198 SJ.L,,,CHORRILLOS,VI,8,16
REPUESTOS RAMIREZ - CS,"AV. SAN JUAN CMTE.43, MZ.G1, LT.4",,,CHORRILLOS,VI,8,16
REPUESTOS RENZO CAR II - CHORRILLOS,"AV. SAN JUAM MZF, LT14 AA.HH TUPAC AMARU",,,CHORRILLOS,VI,8,16
RPTOS. LUBRIC. Y FACTORÕA SAN JUAN LIMA,FALCONIERE ARROYO VARGAS,,,CHORRILLOS,VI,8,16
SERV. ELECT. AUT. E. HUAMANI,"AA.HH EL INTI MZ.A, LT.05",,,CHORRILLOS,VI,8,16
SERVICIO ELECTRICO ALEX-CH,"MZ.A, LT17 NAVIDAD DE VILLA",,,CHORRILLOS,VI,8,16
TECNIJUAN - CHORRILLOS,"AV. SAN JUAN DE LA LIBERTAD  MZ.Y, LT2",,,CHORRILLOS,VI,8,16
WILLY MOTORS ,"AV,. SAN JUAN MZ.B, LT.17 TUPAC VILLA",,,CHORRILLOS,VI,8,16
REPUESTOS JULIO CESAR - 16CO,"AV. SAN JUAN MZ. A1, LT 5, PJ. MATEO",,,CHORRILLOS,VI,8,16
REPUESTOS RENZO-16CO,"AV. SAN JUAN MZ.B, LT.1B MATEO PUMACAHUA",,,CHORRILLOS,VI,8,16
PANAMERICAN BEARNING SAC - 16CO,"MZB1, LT11 AA.HH MATEO PUMACAHUA",,,CHORRILLOS,VI,8,16
BOTICA CORAZON DE JESUS - CHORRILLOS,"AV. SANTA ROSA MZ.D, LT4 M. PUMACAHUA",,,CHORRILLOS,VI,8,16
LUBRICENTRO EL GATO - CHORRILLOS,AA.HH SAN JUAN DE LA LIBERTAD ,,,CHORRILLOS,VI,8,16
REPUESTOS B PIMENTEL - CH,"AV. SAN JUAN CMT.43 MZG1, LT4A TUPAC AMARU",,,CHORRILLOS,VI,8,16
REPUESTOS ANCAHS CHORRILLOS,"AV. SAN JUAN MZ.B, LT.11 MATEO",,,CHORRILLOS,VI,8,16
IMPORTACIONES ROSALES,AV EL TRIUNFO KM 13 MZ S LT 7 COOP. UMAM,,,CHORRILLOS,VI,8,16
REPUESTOS ABANTO - SJM/CH,AV. EL TRIUNFO O PANA. 16 KM.14.5,,,CHORRILLOS,VI,8,16
MULTISERVICIOS VANESITA - CHORRILLOS,"AV. SAN JUAN MZS, LT17",,,CHORRILLOS,VI,8,16
DISTRIBUIDOR JJB - CS,Av San Juan Mz E 11 Lt 9 Tupac ,,,CHORRILLOS,VI,8,16
ACCESORIOS CHOQUECAR,AV EX HUAYLAS MZ E LT 3 ASOC. SARITA COL,,,CHORRILLOS,SA,8,16
AUTOACCESORIOS ALEXIS-CH,"AV. SAN JUAN DE LA LIBERTAD MZ.D1, LT.13",,,CHORRILLOS,SA,8,16
AUTOBOUTIQUE Y REPUESTOS BENY CH.,AV. DEFENSORES DEL MORRO MZ.A LT.10,,,CHORRILLOS,SA,8,16
AUTOPARTES CALED - CS,AV. DEFENSORES DEL MORRO MZ. A LT. 16,,,CHORRILLOS,SA,8,16
BATERIAS EL GATO - CS,Av. Defensores del Morro Mz. A-B  Lt. 16,,,CHORRILLOS,SA,8,16
BOTICA KAORI FARMA - CHORRILLOS,"AV. PRINCIPAL MZ H2, LT16 AA.HH SAN GENA",,,CHORRILLOS,SA,8,16
BOTICA SANTA ROSA - CS,Mz A Lt 62 Villa Municipalidad,,,CHORRILLOS,SA,8,16
COMERCIAL M Y F  II- CHORRILLOS,"AV. DEFENSORES DEL MORRO MZ.D, LT.56 SAR",,,CHORRILLOS,SA,8,16
FACTORI VENTAS Y SERVICIOS SAC-CH,AV. DEFENSORES DEL MORRO SOLAR LT.8,,,CHORRILLOS,SA,8,16
FELIX CAR - CS,Av. ProlongaciÛn Huaylas Mz. D Lt. 32 Ch,,,CHORRILLOS,SA,8,16
LUBRICENTRO EDU - CS,AV. SANTA ANITA 361 URB. VILLA MARINA -CHORRILLOS,,,CHORRILLOS,SA,8,16
LUBRICENTRO Y MECANICA BENJAMIN - CH,"AV. LOS HORIZONTES MZ.N1, LT.4 LOS HUERT",,,CHORRILLOS,SA,8,16
MULTISERVICIOS MARILU,MZ C LOTE 1 AAHH VICTOR RAUL,,,CHORRILLOS,SA,8,16
REPUESTOS DAVID - CS,ALAMEDA 16 MZ. B LT. 15 AS. PV. LOS INC,,,CHORRILLOS,SA,8,16
REPUESTOS NAZCA - CHORRILLOS - CS,Av  Camino Del Inca 150,,,CHORRILLOS,SA,8,16
REPUESTOS NINO - CS,PROLONG. HUAYLAS 04 DE DICIEMBRE MZ A LT,,,CHORRILLOS,SA,8,16
AFINAMIENTO ELECTRONICO AMERICO - SJL,"MZA, LT1 ANDRES A. CACERES SJL",,,SAN JUAN DE LURIGANCHO,LU,8,16
IMPORTACIONES REYNOSO II,"AV. WIESSE MZA, LT41 AA.HH 5 DE NOVIEMBRE SJM",,,SAN JUAN DE LURIGANCHO,LU,8,16
PUNTO DE VENTA OF PRINCIPAL - CC,-,,,LIMA,,10,14
LUBRICANTES SARITA COLONIA - CC,Av Colonial 2091,Janet Chahuara Quispe,,CALLAO,LU,10,14
LUBRICANTES Y REPUESTOS CRUZE DE CHALPON,Av Colonial 4515,Wilberto Franco Vazquez,,CALLAO,LU,10,14
CASA DE CAMBIO EL CHINO - CC,Av Colonial 4559,Lady Soraya Hijar Romero,,CALLAO,LU,10,14
AUTOMOTRIZ MAICELO - CC,Av La Marina 850 La Perla -,Felipe Javier Maicelo Espejo,994271128,LA PERLA,LU,10,14
IMPORTACIONES VALENZUELA ROJAS  - CC,Av La Marina 826 - La Perla,Ludger Reyna Rios,980160093,LA PERLA,LU,10,14
GRIFO JUAN PABLO II - CC,Av La Marina 3805  La Perla,Patricia Bejarano Farias,,LA PERLA,LU,10,14
LIBRERÕA ZEMIRUTH - CC,Mercado Trabajadores Unidos F-25 Bellavi,Nicanor Torres Lopez,,BELLAVISTA,LU,10,14
CORPORACION KDK EIRL,Av La Marina 810 - La Perla,Lazaro Cahuana Fuentes,993928465,LA PERLA,LU,10,14
Z & J COMERCIAL SRL MEC¡NICA - CC,AV. JOS… LEAL N∫ 1274,,,LINCE,JU,10,14
DUPLICADOS  NATURAL - OFICINA PRINCIPAL,CALLE NATALIO SANCHEZ 220 OF.704,AUTOSEGURO AFOCAT,,LINCE,,10,14
MULT. PILLKOCAR SRL - CC,Av La Paz 1674 San Miguel,RAQUEL MONTERO RAMIREZ,,SAN MIGUEL,MA,10,14
LUBRI14 CAR VEL SAC| - CC,Av La Paz 2900-2904 San Miguel,Hercullano Erenesto Velasquez Prieto,,SAN MIGUEL,MA,10,14
L Y S AUTOMOTRIZ SRL - CC,Calle Mariscal Cacere 116 San Miguel,Leoncio Edigzon Espinoza Vega,,SAN MIGUEL,MA,10,14
INYECTRONIC BALDEON  - CC,Av Universitario 610 Pando,Sara Elena Baldeon Huayllullo,,SAN MIGUEL,VI,10,14
VERANSA CORREDORES DE SEGUROS S.A.C. - C,CAL. LOS JAZMINES NRO. 407 DPTO. 501,HERMES DE LA CRUZ VERANO  YAMILA,4219739,LINCE,VI,10,14
LUBRI14 AUTOSPORTING - CC,Av de Rafael Escando 149-,Luis Alberto Espejo Mereno,,SAN MIGUEL,MA,10,14
ARTURO ANDIA LOPEZ  - CC,Av. Francisco Pizarro 757 Rimac,,,RIMAC,VI,10,14
LIBRERÕA BAZAR YOSHIMITZU - CC,Av Boliar 862 P. Libre,Diaz Toguchi John Paul,998756148,PUEBLO LIBRE,MI,10,14
LUBRI14 JANET E.I.R.L. - CC,Av. Naciones Unidas 1695 Lima,JANET LEON AGUIRRE,825*9230,LIMA,MI,10,14
LUBRI14 TECNICOS UNIDOS - CC,Av. Bolivar 1299 Pueblo Libre,LUCIA CAHUANA QUIJANO,,PUEBLO LIBRE,VI,10,14
LUBRICANTES ARA - CC,Jr Castilla 1031 Magdalena,Rojas Rojas Melecio,945550422,MAGDALENA DEL MAR,MA,10,14
ESTUDIO FOTOGR¡FICO - SAN FRANCISCO- CC,Ca. Felipe Arancibia N∞ 525,Sra. Manuela Carrillo Rodriguez,996667672,RIMAC,VI,10,14
LUBRICANTE HUERTA,Av. CAjatambo 179,Ernesto Huerta,,RIMAC,VI,10,14
SERVIMOTORS,Av. Francisco Pizarro 823,Efrain Aguilar Sanchez,,RIMAC,VI,10,14
CONVERSIONES SERPE GAS,AV. RIVA AG‹ERO 2081,RUTH GUTIERREZ,,SAN MIGUEL,MA,10,14
MINIMARKET OASIS,JR. HUAMACHUCO 1500,MARCO ANTONIO BARRENECHEA VERAMENDI,,JESUS MARIA,JU,10,14
MECANICA AUTOMOTRIZ HR,JR. ORBEGOSO 630,HUGO REVOLLEDO HUAJAICACHACC,,BRE—A,VI,10,14
MECANICA AUTOMOTRIZ JADAM,AV. ARICA 1131,EDWIN YOSHI ALOR VILCHEZ,,BRE—A,,10,14
FABIS COMUNICACIONES E.I.R.L,AV. VENEZUELA 853,ROBERTO FACUNDO VILELA,991088495,BRE—A,MI,10,14
LUBRI14  CHOCHES,AV. LA PAZ 2700,HECTOR LLACSA CORNEJO,,SAN MIGUEL,MA,10,14
JP CARS,JR. LEONCIO PRADO 1098,ELIZABETH GONZALES GALVEZ,,MAGDALENA DEL MAR,MA,10,14
LOCUTORIO NOVATEL,AV. RAFAEL ESCARDO 451 MARANGA,FRANCO  QUIROZ SOTO,,SAN MIGUEL,MA,10,14
VTA DE REP. Y SERV. ELEC. ABRAHAM,ELMER FAUCCET 498 URB. LA COLONIAL II,ABRAHAM GARCIA,99830467,SAN MIGUEL,MA,10,14
PUNTO DE VENTA CORPORATIVO - CC,CALLE NATALIO SANCHEZ 220 OF.704,AUTOSEGURO AFOCAT,,LINCE,,10,14
SERVICIOS INFORMATICOS B & F,JR. HUASCAR 1527,NESTOR PROSPERO MORALES ALEJANDRO,943728456,JESUS MARIA,JU,10,14
REPUESTOS VEHICULARES LEON,AV. LA MARINA 2990,JORGE LEON PONCE,992477531,SAN MIGUEL,MA,10,14
FACTORIA EL SOL,AV.SAN LORENZO DE ENCALADA 358(EX CAJATA,SIMON DAMIAN —U—URE VARGAS,980135007,RIMAC,VI,10,14
REPUESTOS Y LUBRICANTES ALEXANDER,GREGORIO PAREDES 423 ALT. CUADRA 2 DE 28,MAXIMA GRACIELA ASTORGA PORRAS,,LIMA,MI,10,14
FACTORIA VERA QUIROZ,AV. LA PAZ 2414,EDUARDO VERA QUIROZ,,SAN MIGUEL,MA,10,14
BODEGA LUZ ELENA,LAS CALEZAS 250,ELENA IZAGUIRRE GUZMAN,997134470,RIMAC,VI,10,14
J & A CORPORACION PANDA E.I.R.L.,JR. REAL AUDIENCIA 585 EL MANZANO,BLANCA SALAS MENDOZA,,RIMAC,VI,10,14
TALLER TALAVERA,JR. ARICA 130 - LA PERLA,ENRIQUE TALAVERA BUITRON,133*509,LA PERLA,,10,14
AUTO RACING PART,Av La Paz 1095 San miguel,AUTO RACING PART,,SAN MIGUEL,MA,10,14
FACTORIA  G & M,PEZET Y MONET 1954,ENRIQUE FEBRES BAYES,,LINCE,JU,10,14
SERVICIOS NUNA,JR. IQUIQUE 236-A LA PERLA,CESAR EDUARDO ESPINOZA GARCIA,,LA PERLA,LU,10,14
REDIMSA - CC,AV. MORALES DUAREZ 2877,DENIS MARI√ëO A√ëAYO,,LIMA,VI,10,14
INTERNET CYBERT NANDO - CC,AV. ALACAZAR 460,MIGUEL ANGEL CONTRERAS DAVIRAN,986629365,RIMAC,VI,10,14
REPU17RA LYG,AV. LA MARINA 3367,LIDONIL DIAZ RUBIO,,SAN MIGUEL,MA,10,14
CASA DE CAMBIO BONANZ,JR. HUASCAR 1523,RAFAEL LLANO RAMIREZ,,JESUS MARIA,JU,10,14
HL AUTOS S.A.,PEDRO PASCUAL FARFAN 1130 CERCADO DE LIM,HUGO LOPEZ CRUZ,,LIMA,MI,10,14
LUBRICANTES ROSARIO,NAPO 535,JOHNNY DURAND SALAZAR,,BRE—A,MI,10,14
CORPORACION FIMAVI,JR. AIJA 398,MARISOL ORE BALLARIA,,BRE—A,MI,10,14
SERVICIO ELECTRICO ALEXANDRA,JR. ZORRITOS 725,ALEX RAMIREZ RIOS,,BRE—A,MI,10,14
REPUESTOS DARRIOLA,AV. TINGO MARIA 1101,DANIEL ARRIOLA AYALA,,BRE—A,MI,10,14
EBBASSA MOTOR¥S EIRL,AV. ARICA 1405,BERTHA SERRANO TAPIA,954847486,BRE—A,MI,10,14
BODEGA BAZAR NI—O JESUS,AV. ARNALDO MARQUEZ 525,MARIA ESTHER VALLE GUZMAN,332-1636,JESUS MARIA,JU,10,14
LUBRICANTES Y ADITIVOS LECCASA,AV. JOSE GALVEZ 1150 LA PERLA,LUCY LECCA SALAS,,LA PERLA,LU,10,14
"REPUESTOS ""WILLY""",JR. ARICA 282 ( AV. GRAU(EX.- AV. BUENOS,ZENON PAUCAR PIO,,LA PERLA,VI,10,14
FERRETERIA HANAN S.A,AV. JUAN V. ALVARADO MZ. H-2 LT. 15 URB.,ANA DEL ROSARIO CUNIBERTI TERRONES,,CALLAO,LU,10,14
BOTICA SAN JUAN MACIAS,JR. RAMON CARCAMO 409,NEIL SANDRO TELLO SORIA,,LIMA,MI,10,14
LUBRICANTES JHON,AV VENEZUELA  1421 - BELLAVISTA,BECKET JHON QUI—ONES PAREDES,,BELLAVISTA,LU,10,14
COMERCIAL REY DE PAZ,AV. COLONIAL 2180,AUGUSTO FELIX ESPEJO MARQUEZ,,LIMA,MI,10,14
REPUESTOS Y LUBRICANTES AMERICA,JR. LORETO 1626,LUCY MENDOZA SIFUENTES DE SANDOVAL,,BRE—A,VI,10,14
MECANICA AUTOMOTRIZ SAN JUDAS TADEO,AV SANCHO DAVILA 300 URB EL BOSQUE,CARMEN ROSA GALINDO AMARO,987822197,RIMAC,VI,10,14
PANADERIA LAS VEGAS,AV. MARIANO CORNEJO 797,PATRICIA NIETO CARDENAS,,PUEBLO LIBRE,VI,10,14
REPUESTOS AUTOMOTRICES TO—O,CALLE SAN BRUNO 295 URB. SANTA FLORENCIA,JORGE PAZ PARADA,,MAGDALENA DEL MAR,MA,10,14
EL SPA DEL AUTOMOVIL,AV. JOSE GALVEZ 1376 BELLAVISTA,WALTER GASTON ROMERO CESPEDES,946094320,LA PERLA,LU,10,14
LUBRI14 LA FLORIDA,AV. AMANCAES NRO 249 URB. LA FLORIDA,ERNESTO HUERTAS MALLQUI,,RIMAC,,10,14
AGENCIA LA BUENA SUERTE,AV. REYNALDO SAAVEDRA NRO 2583,LORENZO HUAQUI AMARU,,LIMA,MI,10,14
OLEO14 EL PACIFICO,AV. ARICA NRO  1987,EDSON GUSTAVO HUERTA PAUCAR,,LIMA,MI,10,14
BODEGA EL PAISA,AV. GUZMAN BLANCO 231,LUIS CRUZADO IDA—EZ,987050168,LIMA,MI,10,14
AUTOGOL TOURS,JR. GUZMAN Y BARRON 2436 CERCADO DE LIMA,EVELYN RAQUEL CHAVES FLORES,988236188,LIMA,MI,10,14
TAXI NUEVO SAN JUAN,GUZMAN Y BARRON 2498,ALICIA NINA APAZA,998513628,LIMA,MI,10,14
GLOBAL BRIGHT SAC,JR. LAS ESMERALDAS NRO. 2513 URB. SAN GA,EDITH MIRIAM VILLANUEVA GAMEZ,,LIMA,MI,10,14
INVERSIONES VELOX MOTORS SAC,AV. LA MARINA 998,ROSSANA QUISPEALAYA MEZA,,PUEBLO LIBRE,VI,10,14
CORPORACION AUTOMOTRIZ CORDOVA E HIJOS,RAFAEL ESCARDO 195,VICENTE CORDOVA GARCIA,994054306,SAN MIGUEL,MA,10,14
EMP. DE TRANSP. Y SERV. GALLEGOS U. HNOS,JR. ELEAZAR GUZMAN Y BARRON 2431-CERCADO,FELIX H GALLEGOS URDANIVIA,991163265,LIMA,MI,10,14
GM CONVERSIONES SAC,AV. COLONIAL 1703 - CERCADO DE LIM,GRETA GARDENIA ROMERO HUAMAN,,LIMA,MI,10,14
PROMOTOR ELIZABETH,,,,JESUS MARIA,,10,14
CASA DE CAMBIO A & E,AV. VENEZUELA 1234 URB. CHACRA,SONIA TAME VILCA,,BRE—A,MI,10,14
COMERCIAL EL REY,JR. FRANCISCO ORELLANA 300,JOSE MANUEL SILVA CAJUSOL,,BRE—A,MI,10,14
AUTO PARTES LUIS,AV. ARICA 2069 A.H. TRABAJADORES MUNICIP,REGINO LIMACHI CARITA,,LIMA,MI,10,14
JESSICA SILVA,AV. VENEZUELA 1359 BRE—A,JESICA YANEY SILVA VALDIVIEZO,,BRE—A,MI,10,14
MICAS JULY,AV. JOSE GALVEZ 1377,JULIETT GUZMAN AGUILAR,,LA PERLA,LU,10,14
ELECTRO AUTOMOTRIZ LINCE Y SER. GEN.,AV. PROLONGACION IQUITOS 1698,JAIME MALCA DIAZ,,LINCE,JU,10,14
FOTO COPIA LIBRERIA,PROLONG. BUENOS AIRES 2177 CALLAO,JULIO FRANK FIGUEROA RODRIGUEZ,,CALLAO,VI,10,14
LUBRICANTES AROM,AV. MORALES DUAREZ 3297 CERCADO,EVA MUNOZ VILLANUEVA,988101891,LIMA,MI,10,14
TALLER NINO DEL MILAGRO,LIMA,SEGUNDO PAREDES,,RIMAC,VI,10,14
ASESORIA Y CONSULTORIA DE TRASPORTE DINA,AV. GUZMAN Y BARRON 2425,DINA CAMPOS VILLAREAL,,LIMA,MI,10,14
SERVI14 JG,PROL. ARICA 1920 - 1924 CERCADO,JOSE LUIS GALARZA VIDAL,98304603,LIMA,MI,10,14
LLANTERIA MYG GLOBAL SERVICE SAC,AV. BOLIVAR II 349 PUEBLO LIBRE,17BAN MORA MAYTA,981269035,PUEBLO LIBRE,VI,10,14
J Y J FULL SERVICE,AV. COLONIAL 2689 - CALLAO,JOSE CARLOS TORRES ROJAS,,CALLAO,LU,10,14
AUDIO CARS,AV. LA MARINA NRO 404 PUEBLO LIBRE,WILFREDO ROJAS VERGARA,,PUEBLO LIBRE,LU,10,14
C.C W17RN UNION - CALLAO,AV.COLONIAL 48,,,CALLAO,VI,10,14
LUBRI14 CARLOS,AV. JOSE LEAL 1243 LINCE,JULY BEATRIZ NU—EZ ALTAMIRANO,,LINCE,JU,10,14
ELECTRO CAR - AV. LA MARINA 915,AV. LA MARINA 915 - A UNA CUADRA DE BOMB,JUAN MIGUEL LUNA ROSAS,987800054,CALLAO,VI,10,14
T & COPY CENTER,PJE. ANA DE BORJA 148 - ELIO FRENTE A LA,NORMA ELENA DIAZ BALTAZAR,996291887,LIMA,MI,10,14
FOOD MARKET GADEK,Ref. Hospital del nino,,,LIMA,JU,10,14
"AUTOPARTES ""DANIFER""",CALLE SINCHI ROCA 2390 LINCE,JUAN PABLO CULIS LOPEZ,997436329,LINCE,JU,10,14
LOCUTORIO BODEGA ANDRE,AV. COLONIAL 4990 CALLAO BELLAVISTA A LA,SANCHEZ DE BUTRON ANA,999935681,BELLAVISTA,LU,10,14
GRUPO METROMOVIL SAC,ELIAZAR GUZMAN Y BARRON 2410 MZ. B LT. 5,KATHLIN ROXANA MIRANDA DENEGRI,989305163,LIMA,MI,10,14
EUGENIA QUISPE PRADO,AV. OSCAR R. BENAVIDES EX. COLONIAL N. 2,EUGENIA QUISPE PRADO,,CALLAO,VI,10,14
GLADYS ARIAMA CONDORI,JR. CUZCO 389 STAN. 154 LIMA,,999875466,LIMA,LU,10,14
LIBRERIA FATIMA MACARENA,JR. CASTROVIRREYNA 205 BRENA,LUZ ANGELICA CARNERO MONTOYA,945958159,BRE—A,JU,10,14
E&E SERVICIOS E IMPORTACIONES EIRL,AV. UNIVERSITARIA 681 PANDO SAN MIGUEL,ELIANA LOPEZ CARNERO,987530540,SAN MIGUEL,VI,10,14
LUBRI14 PIERO CARS- RIMAC,AV. LA CAPILLA 290 RIMAC,VERONICA VIRGINIA NORIEGA SERRANO,998244027,RIMAC,VI,10,14
MULTISERVICIOS CHRISTIAN,JR. ELEAZAR GUZMAN Y BARRON 2427,CHRISTIAN GIOMAR LOAYZA HERNANDEZ,991142018,LIMA,MI,10,14
B Y GLOBAL ASESORES Y CORREDORES DE SEGU,MZ. E LT 6 URB. VILLA ALEGRE SURCO,DAVID FELIX BALBIN ALIAGA,,SANTIAGO DE SURCO,MA,10,14
POLICLINICO SAN LUIS MEDIC,,,,LOS OLIVOS,LU,10,14
C.C W17RN UNION - LINCE,AV. CANEVARO 619 LINCE,TATIANA LAZARO ACERO,,LINCE,JU,10,14
JUANA GLADES DE LA CRUZ HUAYANAY,AV. UNION JICAMARCA MZ-W.2 LT-19 - LURIG,EMPRESA DE LEVARO,,CHOSICA,LU,10,14
